date,river_level_max,rainfall,sunshine_duration,temperature_avg,wind_speed_avg,humidity_avg,condition,river_level_max_tomorrow
12/3/2019,53,0.2,3.4,27.1,1,84,0,58
12/4/2019,58,0.6,9.9,29.9,2,74,0,89
12/5/2019,89,0.6,3.9,29.9,2,77,0,89
12/6/2019,89,0,6.2,29.7,2,76,0,92
12/7/2019,92,0.6,6.6,28.4,3,71,0,0
12/8/2019,0,0,7.9,28.6,2,69,0,0
12/9/2019,0,0,10.4,27.7,2,74,0,0
12/10/2019,0,0.6,6.7,28.9,2,74,0,0
12/11/2019,0,0.6,9.7,30.1,1,72,0,0
12/12/2019,0,0.6,6.6,27.6,2,82,0,89.467711
12/13/2019,89.467711,3.4,0,28.5,2,78,0,89.467711
12/14/2019,89.467711,0.6,2.8,28.9,1,75,0,89.467711
12/15/2019,89.467711,0.6,8.6,29.3,2,76,0,0
12/16/2019,0,0,6.1,29,2,80,0,1
12/17/2019,1,3.3,0.9,27.3,1,84,0,0
12/18/2019,0,0.6,3.7,28.7,2,78,0,0
12/19/2019,0,0.6,9,28.6,1,80,0,0
12/20/2019,0,0.1,5.5,29.1,1,77,0,1
12/21/2019,1,0,8.1,29.6,2,76,0,0
12/22/2019,0,54,8.5,27.6,2,85,0,0
12/23/2019,0,5.5,5.6,28.4,2,81,0,0
12/24/2019,0,7.6,6.6,29,2,77,0,1
12/25/2019,1,102.5,8.5,26.6,1,93,0,0
12/26/2019,0,44,6.6,28.2,2,82,0,0
12/27/2019,0,2.5,6.8,27.6,1,86,0,0
12/28/2019,0,50.2,4.8,27.5,1,83,0,0
12/29/2019,0,13.2,5.3,27.2,1,86,0,0
12/30/2019,0,1.2,0,29,2,79,0,0
12/31/2019,0,0,9.6,27.6,4,84,0,0
1/1/2020,0,146.1,3.1,27.4,3,88,0,0
1/2/2020,0,42.9,0.4,26.1,2,93,0,175
1/3/2020,175,22.1,0,27.6,2,89,1,199
1/4/2020,199,31.6,7.7,28.1,2,82,1,89.467711
1/5/2020,89.467711,0.1,0,28.9,3,80,0,159
1/6/2020,159,0,4.4,29.6,2,76,1,90
1/7/2020,90,0,10,29,3,75,0,76
1/8/2020,76,0.6,8.7,28,1,65,0,89.467711
1/9/2020,89.467711,0.6,9.5,29.7,2,65,0,52
1/10/2020,52,0.6,10.5,30.1,3,73,0,113
1/11/2020,113,3.4,5.9,27.9,4,82,0,92
1/12/2020,92,0.1,1,29.2,4,73,0,74
1/13/2020,74,0.4,10,27.4,3,87,0,69
1/14/2020,69,0.3,2.2,28.9,3,78,0,4
1/15/2020,4,35,8.5,28.2,1,82,0,0
1/16/2020,0,0.6,5.4,28.5,2,82,0,0
1/17/2020,0,1.1,4,28.9,3,79,0,0
1/18/2020,0,23.5,9.1,27.4,2,84,0,0
1/19/2020,0,2.2,2.8,28.5,2,81,0,0
1/20/2020,0,0.6,9.4,29,2,80,0,0
1/21/2020,0,0.6,4.9,28.7,2,82,0,0
1/22/2020,0,0.1,6.3,28.8,2,81,0,0
1/23/2020,0,10.6,7,28.1,2,86,0,0
1/24/2020,0,19.9,5.5,27,2,91,0,0
1/25/2020,0,112.3,0,27.5,2,87,0,0
1/26/2020,0,2,0.6,28.3,2,84,0,0
1/27/2020,0,1.5,8.1,28.9,2,80,0,0
1/28/2020,0,3.7,6.6,28.8,2,82,0,0
1/29/2020,0,0.6,8.4,29.6,2,81,0,0
1/30/2020,0,41.5,7.8,27.3,1,82,0,0
1/31/2020,0,0,3.3,28.5,2,82,0,0
2/1/2020,0,13.5,0,27.9,2,83,0,0
2/2/2020,0,86.1,0.2,26.7,1,90,0,155
2/3/2020,155,32.4,0,28.2,1,85,1,207
2/4/2020,207,0.6,5,29.9,3,75,2,89.467711
2/5/2020,89.467711,0,0,27.2,2,82,0,172
2/6/2020,172,0.1,6.8,29.3,2,77,1,89
2/7/2020,89,0,7.9,27.7,2,83,0,85
2/8/2020,85,0.6,9.8,28.5,2,71,0,0
2/9/2020,0,0,7.3,29.5,2,70,0,89.467711
2/10/2020,89.467711,0,10,29.8,2,74,0,73
2/11/2020,73,3.4,4.3,28.7,3,76,0,98
2/12/2020,98,0,8.1,29.6,2,75,0,89.467711
2/13/2020,89.467711,0.6,6.4,28.6,2,80,0,89.467711
2/14/2020,89.467711,0,2.6,27.8,1,84,0,89.467711
2/15/2020,89.467711,2.4,0.8,28.6,2,83,0,89.467711
2/16/2020,89.467711,0.6,7.7,27.9,3,84,0,89.467711
2/17/2020,89.467711,21.6,2.2,27.8,2,84,0,65
2/18/2020,65,7.5,0.8,27.5,2,86,0,163
2/19/2020,163,6.5,6.1,27.6,3,84,1,203
2/20/2020,203,77.1,2.7,27.2,3,87,2,180
2/21/2020,180,36.1,2.5,28.1,2,84,1,228
2/22/2020,228,61.3,7.8,27.9,3,86,2,301
2/23/2020,301,27.2,6.5,28.7,4,82,3,204
2/24/2020,204,0.1,3.8,29.3,3,78,2,299
2/25/2020,299,92.3,6.6,27.7,2,87,3,214
2/26/2020,214,3.2,0.8,28.6,2,82,2,157
2/27/2020,157,2.7,4.8,28.1,2,87,1,145
2/28/2020,145,60.9,0.3,27.7,1,87,1,146
2/29/2020,146,1.8,0,27.5,2,90,1,0
3/1/2020,0,0,7.3,28.6,3,79,0,0
3/2/2020,0,39.3,2.5,27,2,89,0,112
3/3/2020,112,1,7.9,28.8,2,80,0,212
3/4/2020,212,0,9.1,29.6,2,76,2,89.467711
3/5/2020,89.467711,1.5,0,29.4,3,78,0,199
3/6/2020,199,1,10.3,29.1,3,80,1,90
3/7/2020,90,56,1.7,28.6,2,76,0,79
3/8/2020,79,0.6,8.3,29.1,3,74,0,89.467711
3/9/2020,89.467711,6,8.9,28.5,2,78,0,64
3/10/2020,64,0.6,8.8,28.5,2,77,0,82
3/11/2020,82,0,2.6,29.1,2,77,0,97
3/12/2020,97,41.4,7.8,26.7,2,84,0,132
3/13/2020,132,46.6,2.6,27.6,2,82,0,114
3/14/2020,114,0,7.1,29.3,2,80,0,132
3/15/2020,132,1.7,9,29.4,2,81,0,129
3/16/2020,129,4.4,6.6,28.4,2,81,0,122
3/17/2020,122,5.1,5.9,29,2,78,0,119
3/18/2020,119,4,9.8,27.8,1,88,0,168
3/19/2020,168,0.6,0.3,28,2,85,1,151
3/20/2020,151,47.2,1.5,27.3,2,86,1,116
3/21/2020,116,3,6.6,27.9,2,84,0,147
3/22/2020,147,0,5.9,28.6,1,80,1,109
3/23/2020,109,15.4,3.7,28.3,1,82,0,98
3/24/2020,98,6.5,5.3,28.8,2,81,0,103
3/25/2020,103,0.6,8.4,28.4,2,81,0,104
3/26/2020,104,0.1,7.5,28.4,2,81,0,101
3/27/2020,101,2.5,3.6,28.6,2,81,0,104
3/28/2020,104,0.6,6.6,29.2,2,81,0,104
3/29/2020,104,0.6,8.6,29.4,2,80,0,105
3/30/2020,105,0.6,1.4,28.5,2,80,0,189
3/31/2020,189,0.8,5.1,28.7,2,82,1,89.467711
4/1/2020,89.467711,6.4,0.8,28.2,3,85,0,0
4/2/2020,0,38.6,1.3,26.9,2,86,0,120
4/3/2020,120,7.2,7.8,28.2,3,85,0,209
4/4/2020,209,0.6,6.6,29.5,2,78,2,95
4/5/2020,95,0.6,7.4,28.4,3,82,0,214
4/6/2020,214,0.1,6.6,29.9,4,72,2,100
4/7/2020,100,0.6,1.8,29,3,76,0,93
4/8/2020,93,0,8.4,29.7,3,71,0,45
4/9/2020,45,0,2.5,29.9,3,74,0,59
4/10/2020,59,7.6,2.4,28.7,3,77,0,87
4/11/2020,87,0.6,9,29.2,1,74,0,125
4/12/2020,125,2.2,0,27.9,3,84,0,214
4/13/2020,214,3.3,7.4,28.7,2,82,2,214
4/14/2020,214,57.5,9.8,28.3,2,84,2,210
4/15/2020,210,1.5,7.4,28.8,2,83,2,206
4/16/2020,206,0,5,29.2,2,80,2,200
4/17/2020,200,0,7.9,29.9,2,78,2,89.467711
4/18/2020,89.467711,0.6,9.9,29.1,2,79,0,89.467711
4/19/2020,89.467711,0.6,7.4,29.6,2,76,0,89.467711
4/20/2020,89.467711,0,9.1,30.4,2,77,0,89.467711
4/21/2020,89.467711,0,10,30.4,3,75,0,89.467711
4/22/2020,89.467711,0.6,3.1,29.9,3,76,0,89.467711
4/23/2020,89.467711,0,10,30.6,4,74,0,89.467711
4/24/2020,89.467711,0.6,8.3,29,3,81,0,89.467711
4/25/2020,89.467711,1.5,6.6,29.2,2,77,0,89.467711
4/26/2020,89.467711,0.6,3.2,29.7,2,78,0,89.467711
4/27/2020,89.467711,19.3,8.6,27.6,2,86,0,89.467711
4/28/2020,89.467711,7.7,3.8,28.1,2,82,0,89.467711
4/29/2020,89.467711,0.6,2,28.7,2,79,0,89.467711
4/30/2020,89.467711,0,6.9,28.5,2,79,0,89.467711
5/1/2020,89.467711,1.1,0.8,27.8,3,86,0,0
5/2/2020,0,1.1,5.2,27.9,2,85,0,111
5/3/2020,111,0.6,1.7,28.1,3,79,0,215
5/4/2020,215,0,6.6,29.3,2,78,2,107
5/5/2020,107,5.6,1.3,29.4,3,77,0,223
5/6/2020,223,0,8.6,29.3,2,74,2,95
5/7/2020,95,0,2.6,28.8,3,70,0,82
5/8/2020,82,0,2.5,28.1,2,79,0,51
5/9/2020,51,0,10,29.9,2,78,0,89.467711
5/10/2020,89.467711,8,6.7,28.9,2,69,0,86
5/11/2020,86,0.5,4.8,27.6,2,83,0,110
5/12/2020,110,28.5,6.2,27.5,4,81,0,145
5/13/2020,145,0.6,9.9,30,3,79,1,144
5/14/2020,144,0.6,4.8,29.9,3,75,1,138
5/15/2020,138,0,7.9,30,3,74,0,147
5/16/2020,147,0,8.3,30.1,3,72,1,146
5/17/2020,146,0,9.6,30,2,78,1,139
5/18/2020,139,0.6,8.9,28.4,2,82,0,127
5/19/2020,127,22,1.1,28.7,3,80,0,89.467711
5/20/2020,89.467711,0,6.5,30,3,79,0,89.467711
5/21/2020,89.467711,17.2,7.5,28.6,2,83,0,143
5/22/2020,143,0,2.4,30.1,3,79,1,149
5/23/2020,149,0.6,6.6,28.9,2,81,1,156
5/24/2020,156,0,9,31.4,2,68,1,150
5/25/2020,150,0.6,9.6,30.2,2,77,1,100
5/26/2020,100,2.7,7,30.2,3,74,0,176
5/27/2020,176,0,6,29.1,1,78,1,177
5/28/2020,177,0.6,6.8,29,2,80,1,175
5/29/2020,175,0.6,2.6,29.5,3,80,1,176
5/30/2020,176,0.1,6.7,29.8,2,74,1,177
5/31/2020,177,0.4,9.9,29.4,2,82,1,0
6/1/2020,0,54,0,27.2,3,87,0,0
6/2/2020,0,1.8,2.7,27,3,90,0,114
6/3/2020,114,1.7,0,28.9,3,82,0,207
6/4/2020,207,0,2.1,28.1,2,83,2,135
6/5/2020,135,0,9.8,29.9,3,78,0,206
6/6/2020,206,31.5,0.8,28.7,2,79,2,107
6/7/2020,107,0.6,9.4,28.9,3,72,0,82
6/8/2020,82,0,8.3,29.3,2,75,0,48
6/9/2020,48,0.6,8,28.7,2,76,0,89.467711
6/10/2020,89.467711,0,9.7,29.1,2,68,0,92
6/11/2020,92,7.4,0.3,27.6,3,86,0,118
6/12/2020,118,36,1,26.6,4,90,0,197
6/13/2020,197,0.6,9.7,29.3,3,76,1,193
6/14/2020,193,0,6.9,30,2,75,1,207
6/15/2020,207,0.6,7.4,30.2,2,76,2,225
6/16/2020,225,0.1,0,29.7,4,77,2,223
6/17/2020,223,3.2,6.5,29.9,3,74,2,226
6/18/2020,226,0.6,7.8,29.8,2,75,2,234
6/19/2020,234,0.6,6.3,29.3,2,75,2,364
6/20/2020,364,6.6,1,29.7,2,75,3,89.467711
6/21/2020,89.467711,0.6,8.6,28.8,2,78,0,88
6/22/2020,88,0,3.7,28.4,3,80,0,86
6/23/2020,86,15.3,2,28,3,81,0,84
6/24/2020,84,0.6,7.8,28.6,1,77,0,78
6/25/2020,78,0.6,7.6,29.1,2,76,0,71
6/26/2020,71,0.6,8.6,29.2,2,76,0,72
6/27/2020,72,0,8.5,29.5,2,75,0,57
6/28/2020,57,0,5.8,29.3,3,72,0,89.467711
6/29/2020,89.467711,0,7.4,29.9,3,70,0,89.467711
6/30/2020,89.467711,0,9.3,29.1,3,76,0,89.467711
7/1/2020,89.467711,16.9,3.2,27.3,3,88,0,0
7/2/2020,0,0.5,0,26.6,3,89,0,125
7/3/2020,125,0,9.4,28.3,3,77,0,194
7/4/2020,194,13.2,1.4,28.8,4,78,1,147
7/5/2020,147,0.6,7,30.2,3,76,1,214
7/6/2020,214,0.6,4.9,29.5,2,78,2,87
7/7/2020,87,2.7,8.9,28.4,2,79,0,72
7/8/2020,72,0.6,8.5,28.9,2,78,0,89.467711
7/9/2020,89.467711,0.6,6.1,29.4,3,72,0,64
7/10/2020,64,0.6,9.6,29.3,3,71,0,83
7/11/2020,83,0,2.6,28.8,2,81,0,107
7/12/2020,107,44,0,25.7,4,90,0,74
7/13/2020,74,0,9.5,29.4,2,72,0,86
7/14/2020,86,2.5,3.1,28.8,3,80,0,77
7/15/2020,77,15.2,5.8,26.9,4,83,0,85
7/16/2020,85,0.1,0.2,28.4,3,77,0,85
7/17/2020,85,0.1,0.1,28.6,2,78,0,84
7/18/2020,84,0.6,10.1,28.7,2,79,0,82
7/19/2020,82,0,7.5,29,2,76,0,91
7/20/2020,91,0.6,10.1,29.2,2,77,0,94
7/21/2020,94,0,8.7,29.2,2,77,0,90
7/22/2020,90,1.4,8.9,29.3,2,76,0,85
7/23/2020,85,0.6,8.1,29.5,2,74,0,80
7/24/2020,80,0.6,9,29,3,70,0,74
7/25/2020,74,0,9.2,29,3,68,0,59
7/26/2020,59,0.6,10.1,28.2,3,68,0,66
7/27/2020,66,0,8.8,28.2,2,69,0,69
7/28/2020,69,0.6,9.8,28.6,2,70,0,81
7/29/2020,81,0.6,8.3,28.5,2,70,0,76
7/30/2020,76,0.6,9.4,28.6,2,71,0,83
7/31/2020,83,0,7.2,28,2,61,0,89.467711
8/1/2020,89.467711,0.2,4.7,28.1,3,80,0,0
8/2/2020,0,155.5,0.1,27.2,1,82,0,119
8/3/2020,119,0.6,6.9,29.1,3,75,0,203
8/4/2020,203,0.6,9.8,28.7,2,80,2,89.467711
8/5/2020,89.467711,0.6,9.9,30.4,2,76,0,211
8/6/2020,211,0.6,7.6,29.9,3,76,2,85
8/7/2020,85,0,8.7,29.3,2,75,0,69
8/8/2020,69,0.6,7.5,29.2,3,78,0,0
8/9/2020,0,0,10.3,30,3,67,0,65
8/10/2020,65,0,10,29.3,2,73,0,83
8/11/2020,83,0.6,8.2,27.9,2,83,0,65
8/12/2020,65,19.3,0,28.8,5,80,0,135
8/13/2020,135,0.1,3.7,27.9,2,83,0,82
8/14/2020,82,73.5,3.6,27.9,2,80,0,72
8/15/2020,72,0.6,5.5,28.4,3,80,0,89.467711
8/16/2020,89.467711,0,8.8,29,2,78,0,92
8/17/2020,92,0.3,9.6,29.8,2,72,0,78
8/18/2020,78,2.5,9,28.5,2,78,0,55
8/19/2020,55,0,7.5,29.1,4,75,0,93
8/20/2020,93,0,9.7,29.2,4,76,0,0
8/21/2020,0,0,8.7,29,4,71,0,89.467711
8/22/2020,89.467711,0.6,9.3,29.3,3,67,0,89.467711
8/23/2020,89.467711,0.6,10,29.4,3,70,0,76
8/24/2020,76,0,7.5,29.6,3,68,0,89.467711
8/25/2020,89.467711,0,6.3,29.4,4,73,0,80
8/26/2020,80,0,10.1,28.9,3,68,0,32
8/27/2020,32,0.6,7.3,28.7,3,69,0,0
8/28/2020,0,0,6.9,29.5,3,68,0,89.467711
8/29/2020,89.467711,0.6,9.8,29.6,2,69,0,0
8/30/2020,0,0.6,6.1,29,4,73,0,89.467711
8/31/2020,89.467711,0.6,10.4,29.2,3,72,0,89.467711
9/1/2020,89.467711,69.4,0.1,28.4,4,82,0,0
9/2/2020,0,5.2,3.9,26.6,2,82,0,120
9/3/2020,120,0.6,5.9,30,4,70,0,212
9/4/2020,212,0.6,8.6,29.3,2,80,2,143
9/5/2020,143,0.1,10.1,28.5,2,84,1,207
9/6/2020,207,0,8.5,29.4,2,80,2,79
9/7/2020,79,0.6,8,28.3,1,75,0,66
9/8/2020,66,1.6,5.1,28.4,3,82,0,89.467711
9/9/2020,89.467711,0.6,9.6,29.8,3,68,0,65
9/10/2020,65,8.7,5,28.6,2,78,0,72
9/11/2020,72,6,7.9,28.9,2,74,0,63
9/12/2020,63,7,6.1,28.6,5,80,0,65
9/13/2020,65,0.6,8.8,29.3,2,71,0,61
9/14/2020,61,0,8.7,29.2,3,74,0,54
9/15/2020,54,0.6,6.6,28.8,2,76,0,69
9/16/2020,69,0.6,6.6,28.8,2,76,0,89.467711
9/17/2020,89.467711,0.6,6.6,28.8,2,76,0,52
9/18/2020,52,0.6,6.6,28.8,2,76,0,89.467711
9/19/2020,89.467711,0.6,6.6,28.8,2,76,0,89.467711
9/20/2020,89.467711,0.6,6.6,28.8,2,76,0,89.467711
9/21/2020,89.467711,0.6,6.6,28.8,2,76,0,89.467711
9/22/2020,89.467711,0.6,6.6,28.8,2,76,0,89.467711
9/23/2020,89.467711,0.6,6.6,28.8,2,76,0,89.467711
9/24/2020,89.467711,0.6,6.6,28.8,2,76,0,89.467711
9/25/2020,89.467711,0.6,6.6,28.8,2,76,0,89.467711
9/26/2020,89.467711,0.6,6.6,28.8,2,76,0,89.467711
9/27/2020,89.467711,0.6,6.6,28.8,2,76,0,89.467711
9/28/2020,89.467711,0,6,29.5,3,72,0,89.467711
9/29/2020,89.467711,0,7.5,29.2,2,70,0,49
9/30/2020,49,0,7.8,29.8,3,70,0,84
10/1/2020,84,20.1,0,25.9,2,88,0,0
10/2/2020,0,10.4,0.7,28.6,2,76,0,116
10/3/2020,116,0,6,29.9,2,74,0,222
10/4/2020,222,0.1,7.3,29,2,84,2,89.467711
10/5/2020,89.467711,2.5,0,29,2,80,0,201
10/6/2020,201,0,5.3,29.5,4,77,2,68
10/7/2020,68,1.5,3.6,28.2,2,78,0,67
10/8/2020,67,0.6,6.8,29.2,3,79,0,71
10/9/2020,71,0,7.7,29.9,2,72,0,72
10/10/2020,72,0.6,3.9,28.8,2,77,0,66
10/11/2020,66,0,10.3,29.5,2,79,0,58
10/12/2020,58,4.7,4.9,28.1,2,81,0,81
10/13/2020,81,0,6.7,29.9,2,72,0,72
10/14/2020,72,0.6,6.9,30,2,74,0,66
10/15/2020,66,0.6,9.2,29.9,3,72,0,200
10/16/2020,200,0,5.1,28.3,2,80,2,89.467711
10/17/2020,89.467711,58.1,5,28.8,2,80,0,62
10/18/2020,62,0.6,8.8,29.1,2,76,0,101
10/19/2020,101,0,8.1,28.8,2,79,0,109
10/20/2020,109,0.1,7.6,29,2,79,0,93
10/21/2020,93,2.7,8.2,27.6,2,84,0,76
10/22/2020,76,3.6,5.2,28.9,4,77,0,70
10/23/2020,70,0,6.2,30,3,70,0,72
10/24/2020,72,0,4.7,29.3,2,75,0,61
10/25/2020,61,0.2,9.7,28.9,2,77,0,62
10/26/2020,62,0.6,7.6,27.8,2,82,0,69
10/27/2020,69,2.4,5.4,27.2,2,82,0,61
10/28/2020,61,1.4,0.6,28.7,2,80,0,64
10/29/2020,64,0,10,29.6,3,77,0,80
10/30/2020,80,0,8.2,29.4,3,78,0,83
10/31/2020,83,0.6,4,28.4,2,76,0,69
11/1/2020,69,21,0,26.6,3,86,0,0
11/2/2020,0,0.6,9.4,29.8,1,76,0,120
11/3/2020,120,0.6,8.5,29.6,2,80,0,220
11/4/2020,220,6.6,4,29.4,2,80,2,150
11/5/2020,150,0.1,5.9,29.5,3,77,1,199
11/6/2020,199,0,8.1,29.7,3,76,1,64
11/7/2020,64,20.6,0,28.4,3,82,0,80
11/8/2020,80,0,9.6,29.9,2,74,0,89.467711
11/9/2020,89.467711,0,5.7,29.4,2,76,0,77
11/10/2020,77,5.6,1.2,28.9,2,79,0,58
11/11/2020,58,0,8,29.7,2,74,0,80
11/12/2020,80,0.1,2.4,28.5,3,81,0,90
11/13/2020,90,0.6,5.9,30,2,78,0,100
11/14/2020,100,0.6,9.7,30.2,3,76,0,101
11/15/2020,101,4.1,8.7,30.2,4,73,0,113
11/16/2020,113,0,8.5,29.9,3,74,0,112
11/17/2020,112,0,6.8,29.6,3,78,0,106
11/18/2020,106,0.5,7.2,29.2,2,78,0,106
11/19/2020,106,0.6,7.1,29.9,3,75,0,82
11/20/2020,82,2.5,9.5,29.2,2,82,0,79
11/21/2020,79,0.6,4.9,29.4,2,78,0,12
11/22/2020,12,0,8.1,29.1,2,80,0,89.467711
11/23/2020,89.467711,8,4.1,28,3,83,0,47
11/24/2020,47,0.8,0,27.6,2,82,0,116
11/25/2020,116,59.3,3.6,28,2,82,0,68
11/26/2020,68,11.9,5.2,28.6,3,81,0,78
11/27/2020,78,0,6.6,29,2,78,0,79
11/28/2020,79,4.6,5.1,28.4,2,80,0,80
11/29/2020,80,1.2,3.1,28.4,6,78,0,73
11/30/2020,73,1,1.4,27.6,4,81,0,78
12/1/2020,78,4.5,2.2,28.3,3,79,0,0
12/2/2020,0,2.5,6.6,29.1,2,75,0,147
12/3/2020,147,8.9,4.3,27.9,2,88,1,218
12/4/2020,218,0.6,4.8,30,2,79,2,147
12/5/2020,147,0,7.3,29.9,2,76,1,218
12/6/2020,218,5.6,8.8,28.8,2,76,2,73
12/7/2020,73,0.6,10.1,28.8,2,80,0,74
12/8/2020,74,0.6,6.9,29.6,3,74,0,70
12/9/2020,70,0.6,3.2,29.4,2,73,0,79
12/10/2020,79,0.6,4.1,29.8,2,70,0,81
12/11/2020,81,0.6,10.3,29.9,3,78,0,80
12/12/2020,80,6.5,4.8,28.2,3,77,0,107
12/13/2020,107,1,3.5,26.9,3,91,0,104
12/14/2020,104,0.2,1.3,28.1,4,79,0,115
12/15/2020,115,0,3.7,28,4,77,0,112
12/16/2020,112,0.7,2.4,28.1,4,77,0,103
12/17/2020,103,5.8,2.7,27,4,85,0,99
12/18/2020,99,0.5,1.2,27.6,5,81,0,88
12/19/2020,88,0.2,3.6,28.2,4,78,0,89.467711
12/20/2020,89.467711,0,5.4,27.2,4,82,0,81
12/21/2020,81,4.3,3.1,27.5,4,79,0,74
12/22/2020,74,0.2,1,28.3,3,79,0,71
12/23/2020,71,0,3.7,28.9,3,73,0,84
12/24/2020,84,0.6,7.7,28.1,4,78,0,81
12/25/2020,81,0.1,5.3,29.1,4,72,0,92
12/26/2020,92,0,6.6,28.4,4,77,0,94
12/27/2020,94,0.6,5.9,29.1,4,74,0,89.467711
12/28/2020,89.467711,0,7.7,28.7,3,78,0,67
12/29/2020,67,0,6.8,28.3,4,77,0,87
12/30/2020,87,0.6,2.9,27.8,4,80,0,0
,,,,,,,,
